model,AUDIT,BISa,BISm,BISn,CAREa,CAREs,CAREw,DAST,DM,Deth,Dgam,Dhea,Dinv,Drec,Dsoc,FTND,GABS,PG,PRI_certainty,PRI_decision,SOEP,SOEPdri,SOEPfin,SOEPhea,SOEPocc,SOEPrec,SOEPsoc,SSbor,SSdis,SSexp,SStas,BART,CCT,DFD,DFE,LOT,MPL
Qwen2.5-14B-Instruct,1.9301421271196353,14.603377248209771,21.40509941347884,23.450933354320203,2,0,0,1.519761870735648,11.249760632888313,1.4990635091743547,1.1239277884510837,2.401065329307974,1.380211651511764,2.3278509561669716,3.6500076418746343,2.316860312231079,51.99252602216772,5.315870552732894,44.32560609368459,12.601499400570518,6.2346734333905935,1.8786024590821877,1.8324451827288208,4.351212529757019,5.830841671033816,7.030704518472679,6.135639782448066,14.389726109923831,15.09701678290499,17.045222573986454,16.73105773752306,33.02644567110756,443.07655789720803,0.49000297012525984,0.400585187129988,0.46169858281982684,5
Qwen2.5-32B-Instruct,1.947030536697654,13.884746181267673,20.469104005544352,23.033383871433834,2,0,0,1.2807604856965853,10.33015651307924,1.5167654291747021,1.10966414267727,2.5216825027866983,1.391268157809697,2.55203001524339,3.5934272643373566,2.6153882720985187,51.47124600825261,4.9094098896151115,45.22509897642155,12.349847261230394,6.284534789289024,2.1953079327920895,2.534805575603953,4.3853774851935485,5.905058607402269,6.721727699714243,6.046031118253637,14.12875626010782,15.447985814834842,17.030363561740725,16.718848741640024,35.32460559493839,456.58627853988935,0.4746939617093949,0.40440158716478786,0.4713856017518654,5
Qwen2.5-3B-Instruct,1.9539439873130326,16.408078904896644,23.539939816792398,24.931655360683685,2,0,1,1.297440054994127,15.940404202099092,1.7416612028131875,1.1788315725159875,2.5117008905546006,1.5082611091242095,2.4177142088988894,3.4785764960226664,3.132723416867841,49.21133912421658,5.856637647724681,41.453203075442474,12.500486114918235,6.122448489251671,2.9840774510024235,3.141850886663358,4.559802928842171,6.10310824228696,6.687156508484479,5.753881449722343,14.274804633757942,15.031609809884207,17.036547105850854,16.569591340691083,37.54832090618263,414.0329784109086,0.4767096168958145,0.3996698730590923,0.4618923071988173,4
Qwen2.5-7B-Instruct,1.7264446931028712,16.869011227922012,23.921675415494672,25.288217299118127,2,0,0,1.458742352914028,18.24472914378735,1.6514791408102742,1.1283006099751123,2.3839947032640207,1.354981802477486,2.4424745178798144,3.6098057881658443,2.974470580526623,48.81866586064521,6.0726179004400365,41.65745073025243,11.977901524052065,6.181430283157915,2.6567957870160903,2.9466329916195027,4.423995487426976,6.197859044031052,6.619588932480699,5.8758052051249035,14.654023489492758,15.557625614062484,17.10152737131126,16.820545454438985,35.372502385256055,444.92527115021585,0.4803493809061,0.39937834899540287,0.4537625593061119,4
Qwen3-1.7B,1.9116732195236077,16.36102410081191,22.962320483031874,25.108898282696632,2,0,0,1.4580440631027183,14.204072736676476,1.5267666955855035,1.1208183529898639,2.454523011798545,1.2549250426670002,2.3538154198293757,3.3845964926335665,2.3521093551026677,49.69547860022137,5.319793264254667,41.53204723375357,12.353111375217418,6.094607982072939,3.045647285527565,3.1735278975618852,5.198835712098995,6.207141758371545,6.6873476196783335,6.0286252296408,14.252311646967286,15.152543852083214,16.826153907727637,16.591890824444384,36.82407622221924,455.98182031896715,0.4815690635235791,0.391682364237628,0.47049963168972214,3
Qwen3-14B,2.1436099393203,16.945561418331,24.200900112037637,25.396583745694628,2,0,1,1.0219061399124276,17.076817596740167,1.8496946861335177,1.3264507227483284,2.5995493838400514,1.6136975652980772,2.6180989617181276,3.4107882592796344,2.1656576229328044,48.95483270085222,6.028073398163558,41.97929527735112,12.563008378993093,5.522384298975471,2.798598171631407,2.8153781616562417,4.664188191288961,5.939835762028234,6.953452734727817,5.929768725456877,14.189943624816454,15.366374450480647,16.99539195086723,16.659611270692277,36.26984365684021,449.9800073605205,0.48185664719081733,0.4015469042315804,0.47352631910581194,3
Qwen3-30B-A3B-Instruct-2507,2.0388687775029704,15.923798109444574,22.58211126030609,24.357671895623497,1,1,1,1.481702095328089,14.584046582355795,1.8526547905445983,1.2243866680152637,2.5952680338346448,1.6075224337504066,2.5817019120362783,3.506373363541624,2.263878182144483,49.142065182560884,6.093421123787385,43.5923062683245,12.268499812200634,6.046162880771531,2.701190539977841,2.8242409052835336,4.883329542764368,6.064921135181882,6.705230428528636,5.858297574529216,14.256455466619645,15.137154922055622,16.807917610066593,16.61805140646287,35.747087552016595,439.2008967781691,0.4813457381085934,0.39496258934299877,0.4662691683717782,4
Qwen3-32B,2.0718035078028385,16.709112051996375,24.57435799997504,25.138742930397967,2,1,1,1.4168084362044646,15.19234493658191,2.0249169053303784,1.415400478685883,2.609700419947228,1.7028295643911502,2.708598150443633,3.5495012341651195,2.7179549096424767,50.2685016161984,6.620362129054437,45.323545514083314,12.362034245137197,6.053339600563307,3.9686977478663463,3.978792404759441,5.669396702800502,6.102485464888864,6.798305746888095,6.038025661742027,14.264908957178921,15.137124670054703,16.60350603445317,16.400659842265043,37.151457022512346,449.5785413420146,0.49211049304609844,0.38939827933922244,0.4650835877912327,3
Qwen3-4B,1.88685881190518,15.20724446917835,22.049350484449924,23.688543436836596,1,0,1,1.3944555397722231,11.166658850826124,1.6866363262511075,1.1395558418626366,2.5570429834668595,1.30015491466159,2.4514910463247235,3.342836496571252,2.151224393067559,51.84198459318215,5.128121456808821,42.857746231881144,12.470725677232396,6.238810511893924,2.3964151997398098,3.0588398124279124,4.428731924690851,6.120286112373524,6.651385465332085,5.937247407697389,14.214073001586366,15.210769057577137,16.745551605767588,16.41659654921112,34.986177188482564,429.1913815799616,0.47811525964302426,0.3985437720794331,0.46495594230562565,4
Qwen3-8B,2.042266371450607,16.701398572429312,24.323543070638806,24.31339748927494,1,0,0,1.465355573748374,16.303209638727665,1.7558883252506536,1.215177314646699,2.5612437240263866,1.570830534489492,2.671894936747997,3.4629240268053065,2.4346477131253916,49.35682218646175,5.238750918141862,44.97490619512858,12.507930235421389,6.030032240501755,3.1253000665656354,2.950071008672462,4.892636355673241,6.102753004580144,6.575302059684996,5.8231148625811855,14.234937204820703,15.455949910206959,17.007712962475605,16.733061843583222,37.5447436820015,442.391905254796,0.476145022053608,0.40116144387145064,0.46957339751884014,3
